Customer Gender,Is Senior,Partner,Dependents,Customer Tenure,Has Phone Service,Multiple Lines,Internet Plan,Online Security,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Customer Satisfaction,Churn Label
Female,Y,N,N,4,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,78.85,292.8,4,Y
Male,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Mailed check,44.4,44.4,3,Y
Female,Y,N,N,55,Y,Y,Fiber optic,N,Y,N,Y,Y,One year,Y,Electronic check,100.0,5509.3,4,Y
Female,N,Y,N,12,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Bank transfer (automatic),19.8,229.6,3,Y
Male,N,N,N,1,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,89.9,89.9,2,Y
Female,N,N,N,62,Y,Y,Fiber optic,N,Y,N,Y,Y,One year,Y,Electronic check,100.15,6413.65,3,Y
Male,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,50.8,50.8,3,Y
Male,Y,Y,N,20,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,73.65,1463.5,4,Y
Female,N,N,N,3,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,95.1,307.4,4,Y
Male,N,N,N,22,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Credit card (automatic),94.65,2104.55,1,Y
Male,N,Y,N,4,Y,N,Fiber optic,N,Y,Y,N,N,Month-to-month,Y,Mailed check,80.6,319.15,1,Y
Male,N,Y,N,59,Y,Y,Fiber optic,N,N,N,N,Y,One year,N,Electronic check,85.55,5084.65,2,Y
Female,N,N,N,60,N,No phone service,DSL,N,N,N,Y,Y,Month-to-month,Y,Electronic check,50.8,3027.4,1,Y
Female,N,N,N,15,Y,N,Fiber optic,Y,Y,Y,Y,Y,Month-to-month,N,Electronic check,105.1,1582.75,3,Y
Male,N,N,N,10,Y,N,Fiber optic,Y,Y,Y,Y,Y,Month-to-month,Y,Electronic check,110.1,1043.3,4,Y
Female,N,N,N,6,Y,N,Fiber optic,N,Y,N,N,Y,Month-to-month,N,Electronic check,83.9,497.55,1,Y
Female,N,Y,N,63,Y,Y,Fiber optic,Y,Y,N,Y,N,Month-to-month,Y,Electronic check,100.55,6215.35,1,Y
Male,N,Y,N,50,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),103.85,5017.9,2,Y
Female,N,N,N,1,N,No phone service,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,24.6,24.6,2,Y
Female,N,N,N,12,Y,N,Fiber optic,Y,N,Y,Y,Y,Month-to-month,Y,Bank transfer (automatic),98.9,1120.95,3,Y
Female,N,N,N,9,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,N,Credit card (automatic),98.3,923.5,4,Y
Male,N,N,N,17,Y,N,Fiber optic,Y,N,N,Y,Y,Month-to-month,N,Electronic check,93.85,1625.65,2,Y
Male,Y,N,N,9,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,100.5,918.6,1,Y
Male,Y,N,N,10,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,72.85,688.65,4,Y
Male,Y,Y,N,1,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,73.55,73.55,4,Y
Female,Y,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,79.4,205.05,1,Y
Female,N,N,N,13,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Electronic check,81.15,952.3,2,Y
Female,Y,N,N,4,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,84.6,360.1,1,Y
Female,N,N,N,6,Y,Y,Fiber optic,Y,N,N,N,N,Month-to-month,Y,Electronic check,79.05,434.5,4,Y
Female,N,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,N,Bank transfer (automatic),74.4,215.8,5,Y
Male,Y,N,N,35,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,99.05,3395.8,5,Y
Male,Y,N,N,2,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Mailed check,44.95,85.15,3,Y
Male,N,Y,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Credit card (automatic),44.7,44.7,1,Y
Male,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Mailed check,45.7,45.7,1,Y
Male,Y,N,N,8,Y,N,Fiber optic,Y,N,Y,Y,Y,Month-to-month,N,Credit card (automatic),100.3,832.35,3,Y
Male,N,N,N,7,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Electronic check,19.25,112.3,3,Y
Female,N,N,N,2,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,96.0,174.8,3,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,N,Electronic check,90.55,90.55,4,Y
Male,Y,Y,N,44,N,No phone service,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,30.35,1359.7,1,Y
Male,N,N,N,71,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,Y,Electronic check,108.05,7532.15,4,Y
Male,N,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,69.9,69.9,3,Y
Male,Y,Y,N,62,Y,Y,Fiber optic,N,Y,N,Y,Y,One year,Y,Electronic check,103.75,6383.35,1,Y
Male,N,N,N,1,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,86.6,86.6,4,Y
Female,Y,Y,N,33,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),80.6,2656.5,4,Y
Female,N,N,N,35,Y,Y,Fiber optic,N,N,Y,N,N,Month-to-month,N,Credit card (automatic),85.3,2917.5,3,Y
Female,N,N,N,34,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Credit card (automatic),70.0,2416.1,1,Y
Female,Y,N,N,4,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,94.3,424.45,3,Y
Female,N,N,N,7,Y,N,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,95.35,660.9,1,Y
Male,Y,Y,N,27,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,75.5,1893.95,5,Y
Female,N,N,N,18,Y,Y,Fiber optic,N,N,Y,N,Y,Month-to-month,Y,Electronic check,90.1,1612.75,2,Y
Female,N,N,N,2,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,N,Electronic check,68.95,119.75,2,Y
Male,N,Y,N,32,Y,Y,Fiber optic,Y,N,N,Y,Y,Month-to-month,Y,Credit card (automatic),99.55,3204.65,2,Y
Male,N,Y,N,18,Y,N,DSL,N,Y,N,N,Y,Month-to-month,N,Electronic check,57.45,990.85,3,Y
Male,N,Y,N,12,Y,N,DSL,N,N,N,N,Y,One year,N,Credit card (automatic),53.65,696.35,5,Y
Male,Y,N,N,8,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,100.6,819.4,1,Y
Male,N,Y,N,26,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,83.75,2070.6,4,Y
Female,Y,Y,N,3,Y,N,Fiber optic,Y,N,Y,Y,N,Month-to-month,Y,Mailed check,88.3,273.75,1,Y
Female,Y,N,N,8,Y,N,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,92.1,729.95,4,Y
Male,N,Y,N,38,Y,N,Fiber optic,Y,N,N,N,N,Month-to-month,Y,Electronic check,79.45,3013.05,1,Y
Male,Y,N,N,14,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,N,Credit card (automatic),90.45,1266.1,5,Y
Male,N,Y,N,32,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),69.75,2347.9,4,Y
Female,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.65,19.65,3,Y
Male,Y,N,N,12,N,No phone service,DSL,N,Y,Y,N,Y,Month-to-month,Y,Electronic check,43.65,526.95,1,Y
Female,N,N,N,5,N,No phone service,DSL,N,Y,N,N,Y,Month-to-month,N,Electronic check,39.5,210.75,1,Y
Male,N,Y,N,40,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),97.1,3706.95,4,Y
Female,N,N,N,5,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,80.0,412.5,3,Y
Female,N,N,N,10,Y,N,Fiber optic,Y,N,N,Y,N,Month-to-month,Y,Mailed check,84.7,832.05,3,Y
Male,N,Y,N,2,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),89.55,185.55,5,Y
Male,N,N,N,23,Y,Y,Fiber optic,N,N,Y,Y,N,Month-to-month,Y,Electronic check,90.6,1943.2,3,Y
Female,N,N,N,23,Y,Y,Fiber optic,Y,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),90.05,2169.8,3,Y
Male,N,Y,N,49,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),99.05,4853.75,3,Y
Female,N,N,N,2,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,N,Bank transfer (automatic),69.75,144.55,2,Y
Female,N,N,N,2,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Credit card (automatic),49.05,91.1,5,Y
Male,N,N,N,7,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),98.05,713,1,Y
Female,N,N,N,41,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Month-to-month,Y,Bank transfer (automatic),114.5,4527.45,4,Y
Male,N,N,N,2,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,80.95,171.15,1,Y
Female,Y,N,N,13,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Electronic check,74.3,940.35,5,Y
Female,Y,N,N,11,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,N,Bank transfer (automatic),89.7,1047.7,4,Y
Male,Y,Y,N,17,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Credit card (automatic),100.45,1622.45,5,Y
Male,N,Y,N,25,Y,N,Fiber optic,N,N,N,Y,Y,One year,Y,Electronic check,90.4,2178.6,3,Y
Male,N,Y,N,3,Y,N,DSL,N,Y,N,N,N,Month-to-month,Y,Mailed check,56.15,168.15,4,Y
Female,N,N,N,4,Y,N,Fiber optic,Y,Y,Y,N,Y,Month-to-month,Y,Bank transfer (automatic),94.4,387.2,3,Y
Female,N,Y,N,37,Y,Y,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Credit card (automatic),78.95,2839.65,1,Y
Female,N,N,N,19,N,No phone service,DSL,N,N,N,Y,Y,One year,Y,Credit card (automatic),44.85,893.55,1,Y
Male,Y,Y,N,39,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,105.65,4284.8,4,Y
Male,N,N,N,7,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,N,Mailed check,74.65,544.55,4,Y
Female,N,Y,N,14,Y,Y,DSL,Y,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),64.7,941,5,Y
Female,Y,Y,N,11,Y,Y,Fiber optic,N,Y,Y,Y,Y,Month-to-month,Y,Bank transfer (automatic),104.05,1133.65,5,Y
Male,N,N,N,1,N,No phone service,DSL,N,N,N,N,Y,Month-to-month,Y,Electronic check,35.55,35.55,3,Y
Female,N,N,N,2,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,95.15,196.9,4,Y
Male,N,Y,N,13,Y,N,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Mailed check,96.65,1162.85,1,Y
Female,Y,Y,N,3,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,80.4,224.05,5,Y
Male,N,N,N,1,N,No phone service,DSL,N,N,N,N,N,Month-to-month,Y,Mailed check,31.35,31.35,5,Y
Female,N,N,N,12,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),89.75,1052.4,1,Y
Male,N,Y,N,60,Y,N,Fiber optic,N,N,N,Y,Y,One year,Y,Electronic check,94.4,5610.25,5,Y
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Electronic check,19.85,19.85,3,Y
Female,N,N,N,6,Y,Y,Fiber optic,N,Y,Y,Y,Y,Month-to-month,Y,Credit card (automatic),109.9,669.45,4,Y
Male,N,N,N,15,Y,N,Fiber optic,N,Y,Y,Y,Y,Month-to-month,Y,Electronic check,101.35,1553.95,1,Y
Male,Y,N,N,21,Y,N,DSL,N,Y,N,Y,N,Month-to-month,Y,Bank transfer (automatic),60.05,1236.15,4,Y
Female,N,N,N,1,Y,Y,DSL,N,N,N,N,Y,Month-to-month,Y,Electronic check,60.15,60.15,5,Y
Male,N,N,N,7,Y,Y,Fiber optic,N,Y,N,Y,N,Month-to-month,Y,Electronic check,90.45,593.45,5,Y
Male,N,Y,N,53,Y,N,Fiber optic,N,N,N,Y,Y,One year,Y,Bank transfer (automatic),94.25,4867.95,1,Y
Male,N,N,N,1,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,74.9,74.9,3,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,80.25,80.25,2,Y
Male,N,Y,N,17,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,69.0,1149.65,1,Y
Female,N,Y,N,11,Y,Y,DSL,N,N,Y,N,Y,Month-to-month,Y,Electronic check,66.35,740.8,2,Y
Male,N,N,N,19,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Bank transfer (automatic),86.0,1532.45,2,Y
Female,N,Y,N,3,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,80.3,250.05,3,Y
Male,N,N,N,24,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Credit card (automatic),90.55,2282.55,2,Y
Female,N,N,N,2,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,75.9,143.35,2,Y
Male,N,Y,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Mailed check,45.85,45.85,3,Y
Female,N,Y,N,16,N,No phone service,DSL,N,N,Y,Y,Y,Month-to-month,Y,Electronic check,49.95,810.2,2,Y
Male,N,Y,N,34,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,N,Electronic check,78.3,2564.3,2,Y
Male,N,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,76.95,228.4,2,Y
Female,Y,N,N,16,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,96.15,1529.2,1,Y
Male,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,45.3,45.3,1,Y
Female,N,N,N,15,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Bank transfer (automatic),19.4,289.3,1,Y
Female,N,N,N,11,Y,Y,Fiber optic,N,N,Y,Y,N,Month-to-month,N,Electronic check,90.15,987.95,3,Y
Male,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Mailed check,45.05,45.05,5,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,N,Electronic check,75.8,75.8,2,Y
Female,N,N,N,7,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,79.3,523.15,2,Y
Female,N,N,N,2,N,No phone service,DSL,N,N,Y,N,N,Month-to-month,Y,Electronic check,30.9,59.05,3,Y
Female,Y,N,N,46,Y,N,Fiber optic,N,N,N,Y,Y,One year,N,Credit card (automatic),95.25,4424.2,2,Y
Female,Y,Y,N,68,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Bank transfer (automatic),89.6,6127.6,1,Y
Male,N,Y,N,59,Y,Y,Fiber optic,Y,Y,N,Y,Y,One year,Y,Electronic check,110.15,6448.05,5,Y
Male,Y,Y,N,7,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,89.5,676.7,4,Y
Male,N,Y,N,8,Y,N,Fiber optic,Y,N,N,N,N,Month-to-month,N,Electronic check,75.0,632.95,2,Y
Male,N,N,N,6,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,44.75,270.95,1,Y
Female,N,Y,N,11,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,44.05,483.7,4,Y
Male,Y,Y,N,15,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Bank transfer (automatic),85.6,1345.55,5,Y
Female,N,N,N,70,Y,Y,Fiber optic,Y,Y,Y,Y,Y,One year,N,Credit card (automatic),115.55,8127.6,4,Y
Male,Y,N,N,16,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,86.6,1281,1,Y
Female,N,N,N,18,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,85.2,1553.9,4,Y
Female,N,Y,N,34,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,97.65,3207.55,3,Y
Male,N,Y,N,47,Y,Y,Fiber optic,N,Y,Y,Y,Y,Month-to-month,Y,Electronic check,109.55,5124.55,4,Y
Female,N,Y,N,39,Y,Y,Fiber optic,N,Y,Y,N,N,One year,Y,Electronic check,89.55,3474.45,2,Y
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Mailed check,19.45,19.45,2,Y
Female,N,Y,N,4,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.35,76.35,3,Y
Female,Y,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,69.25,69.25,1,Y
Male,N,Y,N,59,Y,Y,Fiber optic,N,Y,N,Y,Y,One year,Y,Bank transfer (automatic),99.5,5961.1,2,Y
Female,Y,N,N,1,N,No phone service,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,25.2,25.2,5,Y
Male,N,N,N,2,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Mailed check,45.0,96.45,2,Y
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.15,20.15,2,Y
Male,N,Y,N,66,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Credit card (automatic),105.0,7133.25,1,Y
Male,N,N,N,3,Y,N,DSL,N,N,N,Y,N,Month-to-month,Y,Credit card (automatic),54.7,169.45,4,Y
Female,N,Y,N,14,Y,Y,Fiber optic,N,Y,N,N,Y,Month-to-month,Y,Electronic check,87.25,1258.6,2,Y
Male,N,Y,N,10,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,79.95,857.2,3,Y
Female,N,N,N,18,Y,Y,Fiber optic,N,N,Y,Y,N,Month-to-month,Y,Electronic check,88.35,1639.3,4,Y
Female,N,N,N,9,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,94.75,889.9,5,Y
Female,Y,N,N,13,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,95.05,1290,1,Y
Male,N,N,N,4,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,N,Electronic check,78.45,330.05,5,Y
Male,N,N,N,4,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,70.2,237.95,4,Y
Male,N,Y,N,59,N,No phone service,DSL,N,N,N,N,Y,Month-to-month,Y,Bank transfer (automatic),41.05,2452.7,4,Y
Male,N,Y,N,10,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,85.6,813.85,4,Y
Female,Y,N,N,1,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,79.2,79.2,5,Y
Male,N,N,N,5,Y,N,DSL,N,Y,N,Y,Y,One year,Y,Mailed check,70.0,347.4,4,Y
Female,N,N,N,1,Y,Y,DSL,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),49.95,49.95,5,Y
Female,N,Y,N,22,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,69.25,1554,4,Y
Female,Y,Y,N,34,Y,Y,Fiber optic,N,Y,N,N,Y,Month-to-month,Y,Electronic check,94.25,3217.55,3,Y
Male,N,Y,N,41,Y,Y,DSL,N,Y,N,Y,Y,One year,Y,Electronic check,73.0,3001.2,4,Y
Female,N,N,N,64,Y,Y,Fiber optic,N,Y,N,Y,Y,One year,Y,Credit card (automatic),100.05,6254.2,5,Y
Female,Y,N,N,4,Y,N,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Credit card (automatic),99.8,442.85,2,Y
Female,N,N,N,18,N,No phone service,DSL,N,N,N,N,Y,Month-to-month,Y,Electronic check,35.0,553,4,Y
Female,N,N,N,1,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,N,Electronic check,76.0,76,2,Y
Female,Y,N,N,2,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,93.85,170.85,3,Y
Female,N,Y,N,15,Y,N,Fiber optic,N,Y,N,Y,N,Month-to-month,Y,Electronic check,84.3,1308.4,1,Y
Male,Y,N,N,9,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Credit card (automatic),84.4,732.5,3,Y
Male,N,Y,N,15,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,101.1,1504.05,4,Y
Male,N,N,N,1,Y,Y,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,50.45,50.45,2,Y
Male,N,N,N,12,Y,Y,Fiber optic,N,N,Y,Y,Y,Month-to-month,Y,Mailed check,99.95,1132.75,2,Y
Female,N,N,N,2,Y,Y,Fiber optic,N,Y,N,Y,N,Month-to-month,Y,Electronic check,91.4,193.6,5,Y
Female,Y,N,N,5,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Credit card (automatic),75.55,349.65,2,Y
Male,N,N,N,4,Y,Y,Fiber optic,N,N,Y,N,N,Month-to-month,N,Credit card (automatic),80.8,332.45,5,Y
Female,N,Y,N,16,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,100.0,1534.75,1,Y
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Electronic check,20.55,20.55,4,Y
Male,N,N,N,5,Y,Y,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Electronic check,85.3,424.15,5,Y
Female,N,N,N,4,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,N,Electronic check,70.4,281,1,Y
Male,N,N,N,37,Y,Y,Fiber optic,N,N,Y,Y,Y,Month-to-month,N,Bank transfer (automatic),98.8,3475.55,2,Y
Male,N,Y,N,13,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Credit card (automatic),74.4,896.75,2,Y
Female,N,N,N,24,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,98.75,2407.3,1,Y
Male,N,Y,N,61,Y,Y,Fiber optic,Y,N,N,Y,Y,One year,Y,Electronic check,106.0,6547.7,2,Y
Male,N,N,N,41,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,104.7,4346.4,1,Y
Male,Y,N,N,22,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,96.7,2082.95,5,Y
Female,N,N,N,2,Y,N,DSL,N,N,Y,N,N,Month-to-month,Y,Credit card (automatic),55.05,102.75,5,Y
Male,Y,N,N,19,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,88.2,1775.8,1,Y
Female,N,Y,N,8,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Mailed check,19.75,145,5,Y
Male,Y,N,N,15,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,N,Electronic check,75.65,1146.65,5,Y
Male,Y,N,N,1,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,74.7,74.7,5,Y
Male,N,N,N,17,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Electronic check,76.65,1313.55,3,Y
Female,Y,N,N,1,N,No phone service,DSL,N,N,N,N,N,Month-to-month,Y,Mailed check,25.8,25.8,4,Y
Female,N,N,N,2,N,No phone service,DSL,Y,N,N,N,Y,Month-to-month,Y,Electronic check,42.6,72.4,2,Y
Female,N,N,N,29,Y,N,DSL,Y,Y,N,N,Y,Month-to-month,Y,Bank transfer (automatic),68.85,1970.5,3,Y
Male,N,Y,N,2,Y,N,Fiber optic,N,Y,Y,N,Y,Month-to-month,N,Credit card (automatic),90.0,190.05,5,Y
Female,N,N,N,14,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,N,Electronic check,75.35,1025.95,1,Y
Male,N,N,N,8,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,N,Electronic check,100.85,819.55,5,Y
Female,N,Y,N,5,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,N,Electronic check,69.95,330.15,4,Y
Female,N,Y,N,63,Y,Y,Fiber optic,N,Y,N,Y,Y,One year,Y,Electronic check,107.5,6873.75,5,Y
Male,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Mailed check,45.85,45.85,1,Y
Female,N,Y,N,53,Y,N,Fiber optic,Y,Y,N,Y,Y,One year,Y,Bank transfer (automatic),106.1,5769.75,4,Y
Female,N,N,N,1,Y,N,Fiber optic,N,N,Y,Y,N,Month-to-month,N,Electronic check,91.7,91.7,5,Y
Female,N,N,N,16,Y,Y,Fiber optic,N,Y,N,N,Y,Month-to-month,Y,Credit card (automatic),95.6,1555.65,4,Y
Male,N,N,N,1,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,74.95,74.95,2,Y
Male,Y,N,N,10,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,95.35,898.35,2,Y
Female,Y,N,N,3,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,45.0,127.1,5,Y
Male,N,N,N,66,Y,N,Fiber optic,N,Y,N,Y,Y,Month-to-month,N,Electronic check,99.5,6710.5,4,Y
Female,N,Y,N,17,Y,N,Fiber optic,N,Y,Y,Y,Y,One year,N,Bank transfer (automatic),98.6,1704.95,1,Y
Female,N,N,N,7,Y,N,DSL,N,N,Y,Y,N,Month-to-month,Y,Mailed check,59.5,415.95,5,Y
Male,Y,Y,N,12,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,80.45,950.2,2,Y
Female,N,Y,N,42,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Credit card (automatic),77.95,3384,2,Y
Male,Y,N,N,2,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,74.7,165.4,5,Y
Male,Y,N,N,1,Y,Y,Fiber optic,N,Y,N,Y,N,Month-to-month,Y,Electronic check,88.8,88.8,4,Y
Male,N,N,N,30,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,90.25,2755.35,2,Y
