User ID,Content Category,Interaction Type,Time of Interaction,Device Used
U0136,Fitness,Like,Morning,Tablet
U0403,Technology,Like,Morning,Mobile
U0376,Fitness,Share,Afternoon,Desktop
U0280,Technology,Comment,Afternoon,Desktop
U0038,Food,Like,Morning,Mobile
U0488,Technology,Comment,Morning,Desktop
U0375,Education,Share,Morning,Mobile
U0315,Technology,Comment,Afternoon,Desktop
U0223,Technology,Like,Morning,Mobile
U0499,Travel,Like,Morning,Tablet
U0474,Education,Share,Evening,Desktop
U0153,Technology,Like,Morning,Mobile
U0282,Fitness,Share,Afternoon,Mobile
U0045,Education,Follow,Afternoon,Desktop
U0014,Fitness,Follow,Morning,Tablet
U0433,Food,Follow,Morning,Desktop
U0339,Technology,Follow,Afternoon,Tablet
U0454,Food,Like,Afternoon,Mobile
U0135,Travel,Like,Afternoon,Desktop
U0078,Technology,Like,Evening,Mobile
U0414,Travel,Comment,Evening,Tablet
U0032,Education,Follow,Afternoon,Desktop
U0294,Travel,Like,Morning,Desktop
U0438,Technology,Comment,Evening,Tablet
U0388,Fitness,Comment,Afternoon,Mobile
U0022,Technology,Follow,Afternoon,Tablet
U0422,Fitness,Share,Evening,Tablet
U0373,Technology,Follow,Morning,Desktop
U0439,Education,Like,Afternoon,Desktop
U0403,Education,Follow,Evening,Tablet
U0077,Education,Like,Morning,Tablet
U0403,Education,Share,Afternoon,Desktop
U0197,Travel,Comment,Evening,Tablet
U0020,Food,Comment,Morning,Desktop
U0349,Travel,Share,Evening,Mobile
U0354,Technology,Share,Morning,Tablet
U0011,Food,Like,Afternoon,Desktop
U0498,Fitness,Follow,Morning,Desktop
U0397,Food,Follow,Afternoon,Tablet
U0046,Travel,Follow,Morning,Mobile
U0389,Food,Like,Evening,Mobile
U0082,Food,Follow,Morning,Tablet
U0436,Education,Comment,Evening,Mobile
U0427,Technology,Like,Morning,Mobile
U0026,Fitness,Follow,Afternoon,Desktop
U0326,Technology,Like,Morning,Mobile
U0305,Fitness,Share,Afternoon,Desktop
U0429,Technology,Like,Afternoon,Desktop
U0084,Fitness,Comment,Evening,Mobile
U0138,Travel,Comment,Evening,Tablet
U0400,Technology,Comment,Evening,Desktop
U0308,Fitness,Comment,Morning,Desktop
U0483,Food,Follow,Afternoon,Desktop
U0130,Travel,Follow,Morning,Desktop
U0004,Food,Share,Evening,Tablet
U0056,Technology,Share,Afternoon,Desktop
U0442,Food,Share,Afternoon,Tablet
U0265,Technology,Follow,Morning,Tablet
U0349,Technology,Share,Morning,Tablet
U0465,Travel,Like,Afternoon,Desktop
U0293,Food,Comment,Morning,Tablet
U0327,Food,Comment,Afternoon,Tablet
U0151,Travel,Share,Morning,Mobile
U0287,Food,Like,Morning,Tablet
U0115,Food,Share,Evening,Desktop
U0300,Travel,Follow,Afternoon,Mobile
U0325,Education,Like,Evening,Tablet
U0100,Technology,Follow,Evening,Tablet
U0212,Fitness,Comment,Morning,Mobile
U0292,Fitness,Comment,Afternoon,Desktop
U0250,Fitness,Like,Afternoon,Desktop
U0141,Fitness,Comment,Morning,Tablet
U0391,Fitness,Follow,Morning,Tablet
U0207,Travel,Like,Afternoon,Desktop
U0103,Food,Comment,Evening,Mobile
U0010,Technology,Comment,Evening,Tablet
U0450,Food,Like,Afternoon,Mobile
U0258,Food,Like,Evening,Mobile
U0024,Food,Share,Afternoon,Desktop
U0352,Food,Share,Morning,Desktop
U0085,Technology,Share,Afternoon,Mobile
U0068,Technology,Comment,Morning,Tablet
U0365,Technology,Share,Evening,Desktop
U0320,Education,Like,Morning,Mobile
U0011,Technology,Follow,Morning,Desktop
U0281,Travel,Share,Afternoon,Tablet
U0356,Technology,Follow,Evening,Desktop
U0340,Food,Comment,Evening,Tablet
U0461,Education,Like,Morning,Tablet
U0402,Travel,Comment,Morning,Mobile
U0426,Fitness,Follow,Evening,Desktop
U0152,Technology,Follow,Morning,Tablet
U0170,Technology,Like,Morning,Mobile
U0465,Education,Follow,Morning,Tablet
U0047,Technology,Comment,Evening,Tablet
U0234,Food,Like,Afternoon,Desktop
U0090,Food,Share,Morning,Desktop
U0060,Technology,Comment,Morning,Mobile
U0169,Travel,Share,Afternoon,Tablet
U0376,Food,Comment,Morning,Desktop
U0205,Food,Follow,Afternoon,Desktop
U0333,Technology,Like,Morning,Mobile
U0031,Technology,Follow,Morning,Desktop
U0093,Travel,Comment,Evening,Desktop
U0248,Technology,Follow,Afternoon,Desktop
U0134,Food,Like,Evening,Mobile
U0348,Education,Share,Evening,Tablet
U0266,Education,Follow,Evening,Mobile
U0128,Food,Follow,Afternoon,Tablet
U0424,Education,Like,Evening,Mobile
U0081,Travel,Comment,Evening,Desktop
U0252,Fitness,Share,Afternoon,Desktop
U0115,Travel,Comment,Evening,Desktop
U0228,Travel,Follow,Evening,Mobile
U0061,Technology,Share,Afternoon,Mobile
U0019,Education,Like,Evening,Mobile
U0494,Food,Comment,Evening,Tablet
U0234,Food,Follow,Afternoon,Mobile
U0170,Education,Follow,Evening,Tablet
U0187,Travel,Like,Evening,Mobile
U0114,Food,Share,Morning,Desktop
U0192,Technology,Follow,Evening,Mobile
U0072,Travel,Share,Evening,Mobile
U0097,Travel,Comment,Morning,Mobile
U0367,Technology,Like,Afternoon,Desktop
U0396,Travel,Share,Afternoon,Tablet
U0259,Travel,Like,Morning,Mobile
U0222,Travel,Comment,Evening,Tablet
U0467,Education,Comment,Morning,Mobile
U0337,Education,Share,Evening,Desktop
U0197,Education,Comment,Afternoon,Tablet
U0494,Food,Comment,Afternoon,Desktop
U0309,Education,Share,Evening,Desktop
U0365,Education,Comment,Evening,Tablet
U0320,Food,Comment,Evening,Tablet
U0364,Fitness,Share,Evening,Tablet
U0390,Education,Follow,Afternoon,Desktop
U0483,Travel,Comment,Evening,Tablet
U0431,Food,Like,Evening,Desktop
U0013,Fitness,Like,Afternoon,Mobile
U0385,Food,Share,Morning,Tablet
U0032,Food,Like,Evening,Mobile
U0017,Travel,Comment,Afternoon,Mobile
U0288,Fitness,Like,Afternoon,Tablet
U0409,Food,Follow,Evening,Tablet
U0214,Food,Like,Evening,Tablet
U0129,Education,Share,Morning,Desktop
U0387,Education,Comment,Evening,Tablet
U0494,Food,Like,Morning,Desktop
U0096,Education,Follow,Morning,Mobile
U0143,Food,Like,Evening,Mobile
U0434,Technology,Follow,Afternoon,Desktop
U0080,Fitness,Comment,Morning,Desktop
U0397,Education,Share,Evening,Tablet
U0294,Food,Like,Evening,Mobile
U0163,Fitness,Like,Evening,Mobile
U0082,Education,Follow,Afternoon,Tablet
U0114,Food,Share,Morning,Desktop
U0487,Education,Like,Evening,Desktop
U0059,Food,Comment,Evening,Desktop
U0491,Food,Like,Morning,Desktop
U0277,Food,Share,Evening,Mobile
U0264,Travel,Like,Evening,Desktop
U0334,Food,Comment,Morning,Tablet
U0498,Education,Like,Evening,Mobile
U0323,Travel,Comment,Morning,Mobile
U0360,Travel,Like,Evening,Tablet
U0383,Fitness,Follow,Evening,Mobile
U0020,Technology,Like,Morning,Mobile
U0129,Technology,Follow,Evening,Tablet
U0199,Travel,Share,Afternoon,Desktop
U0345,Education,Like,Morning,Mobile
U0300,Technology,Like,Morning,Desktop
U0352,Education,Share,Afternoon,Mobile
U0225,Travel,Share,Afternoon,Tablet
U0081,Fitness,Follow,Evening,Mobile
U0435,Food,Comment,Evening,Tablet
U0455,Food,Like,Evening,Mobile
U0285,Technology,Like,Morning,Mobile
U0306,Education,Like,Afternoon,Tablet
U0384,Food,Like,Evening,Mobile
U0331,Fitness,Comment,Evening,Mobile
U0428,Fitness,Comment,Afternoon,Mobile
U0291,Education,Share,Morning,Desktop
U0038,Technology,Like,Afternoon,Desktop
U0298,Food,Comment,Afternoon,Desktop
U0121,Food,Share,Morning,Tablet
U0249,Food,Share,Afternoon,Tablet
U0079,Education,Follow,Evening,Desktop
U0087,Food,Like,Morning,Mobile
U0365,Travel,Share,Evening,Desktop
U0376,Travel,Follow,Afternoon,Desktop
U0157,Education,Comment,Afternoon,Mobile
U0042,Fitness,Like,Afternoon,Tablet
U0376,Technology,Like,Evening,Tablet
U0417,Education,Share,Evening,Desktop
U0109,Education,Share,Morning,Desktop
U0277,Fitness,Follow,Afternoon,Desktop
U0396,Food,Like,Evening,Mobile
U0262,Travel,Like,Morning,Desktop
U0435,Fitness,Comment,Evening,Tablet
U0092,Education,Comment,Evening,Tablet
U0248,Technology,Share,Afternoon,Mobile
U0119,Food,Comment,Morning,Desktop
U0106,Food,Like,Evening,Desktop
U0021,Food,Like,Evening,Mobile
U0267,Food,Share,Evening,Tablet
U0292,Travel,Like,Morning,Tablet
U0301,Technology,Share,Evening,Tablet
U0465,Education,Share,Morning,Desktop
U0445,Travel,Like,Afternoon,Desktop
U0072,Fitness,Like,Afternoon,Mobile
U0144,Fitness,Comment,Morning,Mobile
U0368,Fitness,Like,Morning,Desktop
U0247,Travel,Comment,Evening,Desktop
U0332,Technology,Share,Afternoon,Mobile
U0294,Fitness,Comment,Evening,Mobile
U0029,Food,Like,Morning,Mobile
U0208,Education,Share,Evening,Tablet
U0485,Fitness,Comment,Morning,Desktop
U0242,Fitness,Follow,Afternoon,Mobile
U0407,Fitness,Share,Evening,Tablet
U0352,Travel,Share,Afternoon,Tablet
U0118,Travel,Like,Afternoon,Mobile
U0268,Travel,Like,Evening,Mobile
U0462,Education,Like,Evening,Mobile
U0338,Education,Follow,Morning,Tablet
U0268,Food,Like,Afternoon,Mobile
U0220,Travel,Share,Morning,Desktop
U0380,Education,Follow,Evening,Mobile
U0245,Technology,Follow,Morning,Desktop
U0003,Technology,Like,Evening,Tablet
U0193,Fitness,Share,Evening,Tablet
U0055,Travel,Like,Morning,Tablet
U0134,Travel,Comment,Evening,Tablet
U0142,Travel,Follow,Evening,Mobile
U0286,Fitness,Follow,Afternoon,Desktop
U0158,Food,Follow,Evening,Tablet
U0438,Technology,Comment,Evening,Tablet
U0359,Technology,Like,Morning,Mobile
U0403,Education,Like,Afternoon,Tablet
U0494,Technology,Follow,Evening,Mobile
U0475,Travel,Like,Evening,Mobile
U0190,Education,Follow,Morning,Mobile
U0315,Education,Share,Evening,Desktop
U0306,Fitness,Follow,Morning,Tablet
U0104,Education,Share,Evening,Desktop
U0402,Education,Comment,Evening,Tablet
U0346,Food,Like,Morning,Mobile
U0500,Technology,Follow,Morning,Desktop
U0203,Education,Like,Afternoon,Mobile
U0036,Education,Share,Morning,Desktop
U0287,Food,Share,Evening,Desktop
U0494,Travel,Like,Morning,Desktop
U0209,Technology,Like,Evening,Tablet
U0175,Education,Share,Morning,Desktop
U0356,Travel,Share,Afternoon,Tablet
U0125,Travel,Share,Afternoon,Tablet
U0301,Travel,Share,Morning,Mobile
U0325,Fitness,Comment,Morning,Desktop
U0181,Education,Share,Evening,Mobile
U0048,Food,Like,Afternoon,Mobile
U0092,Food,Share,Afternoon,Desktop
U0094,Fitness,Follow,Evening,Desktop
U0121,Fitness,Follow,Evening,Desktop
U0104,Education,Share,Morning,Desktop
U0055,Technology,Follow,Morning,Tablet
U0392,Technology,Share,Evening,Desktop
U0253,Food,Share,Evening,Desktop
U0204,Education,Like,Morning,Mobile
U0217,Education,Share,Afternoon,Mobile
U0352,Travel,Follow,Morning,Mobile
U0005,Fitness,Comment,Morning,Desktop
U0167,Education,Follow,Afternoon,Desktop
U0135,Food,Share,Morning,Desktop
U0256,Fitness,Share,Afternoon,Desktop
U0206,Travel,Comment,Afternoon,Mobile
U0417,Food,Like,Morning,Mobile
U0439,Fitness,Comment,Afternoon,Mobile
U0005,Travel,Share,Morning,Desktop
U0403,Food,Like,Afternoon,Desktop
U0354,Technology,Follow,Morning,Mobile
U0430,Technology,Share,Evening,Desktop
U0185,Education,Share,Evening,Desktop
U0211,Food,Comment,Morning,Tablet
U0333,Education,Share,Evening,Mobile
U0345,Travel,Comment,Evening,Tablet
U0041,Education,Follow,Afternoon,Desktop
U0490,Fitness,Share,Morning,Tablet
U0314,Travel,Like,Evening,Mobile
U0117,Food,Share,Afternoon,Tablet
U0310,Travel,Follow,Evening,Desktop
U0481,Education,Follow,Afternoon,Tablet
U0095,Fitness,Comment,Morning,Tablet
U0482,Technology,Like,Evening,Mobile
U0053,Technology,Like,Morning,Desktop
U0204,Technology,Like,Evening,Mobile
U0080,Travel,Comment,Morning,Desktop
U0146,Fitness,Comment,Afternoon,Mobile
U0340,Food,Share,Afternoon,Desktop
U0281,Fitness,Like,Afternoon,Tablet
U0303,Travel,Comment,Evening,Tablet
U0450,Travel,Comment,Evening,Tablet
U0274,Food,Follow,Afternoon,Desktop
U0158,Travel,Comment,Afternoon,Desktop
U0001,Fitness,Follow,Evening,Desktop
U0274,Travel,Share,Morning,Desktop
U0221,Education,Like,Afternoon,Mobile
U0097,Education,Follow,Afternoon,Desktop
U0084,Travel,Comment,Evening,Desktop
U0217,Fitness,Share,Evening,Tablet
U0381,Food,Comment,Evening,Desktop
U0070,Technology,Follow,Afternoon,Tablet
U0140,Education,Share,Evening,Desktop
U0010,Technology,Like,Morning,Tablet
U0053,Food,Like,Afternoon,Mobile
U0373,Fitness,Comment,Morning,Mobile
U0112,Travel,Follow,Afternoon,Desktop
U0357,Food,Comment,Morning,Mobile
U0029,Travel,Follow,Afternoon,Mobile
U0459,Travel,Comment,Afternoon,Mobile
U0198,Fitness,Comment,Afternoon,Tablet
U0236,Technology,Comment,Evening,Tablet
U0349,Food,Like,Afternoon,Mobile
U0022,Education,Like,Evening,Tablet
U0327,Fitness,Comment,Afternoon,Desktop
U0499,Fitness,Follow,Morning,Tablet
U0086,Education,Follow,Afternoon,Mobile
U0005,Education,Follow,Morning,Tablet
U0080,Technology,Share,Afternoon,Mobile
U0047,Education,Like,Evening,Desktop
U0031,Fitness,Like,Afternoon,Tablet
U0055,Travel,Share,Morning,Mobile
U0413,Fitness,Follow,Afternoon,Mobile
U0069,Technology,Follow,Afternoon,Desktop
U0278,Travel,Comment,Evening,Mobile
U0166,Travel,Comment,Evening,Desktop
U0080,Food,Share,Afternoon,Desktop
U0398,Education,Share,Evening,Desktop
U0453,Education,Share,Morning,Desktop
U0123,Technology,Follow,Afternoon,Tablet
U0350,Education,Share,Afternoon,Mobile
U0329,Technology,Share,Afternoon,Mobile
U0035,Fitness,Like,Morning,Mobile
U0249,Technology,Like,Morning,Mobile
U0429,Travel,Share,Afternoon,Tablet
U0303,Technology,Comment,Afternoon,Desktop
U0037,Fitness,Like,Morning,Tablet
U0240,Technology,Like,Evening,Desktop
U0422,Food,Like,Evening,Tablet
U0428,Technology,Like,Afternoon,Mobile
U0052,Fitness,Follow,Evening,Tablet
U0270,Fitness,Comment,Evening,Tablet
U0286,Technology,Share,Afternoon,Tablet
U0360,Travel,Comment,Evening,Mobile
U0282,Education,Follow,Afternoon,Desktop
U0274,Travel,Share,Evening,Desktop
U0167,Travel,Share,Afternoon,Tablet
U0372,Education,Comment,Afternoon,Mobile
U0282,Food,Follow,Evening,Desktop
U0204,Technology,Like,Morning,Desktop
U0456,Technology,Comment,Afternoon,Desktop
U0162,Food,Comment,Morning,Tablet
U0236,Fitness,Share,Afternoon,Mobile
U0299,Fitness,Like,Morning,Desktop
U0293,Education,Like,Afternoon,Mobile
U0406,Fitness,Like,Afternoon,Desktop
U0154,Education,Share,Morning,Desktop
U0029,Food,Like,Afternoon,Desktop
U0446,Education,Follow,Morning,Mobile
U0269,Food,Comment,Morning,Tablet
U0358,Fitness,Like,Morning,Mobile
U0114,Food,Comment,Afternoon,Desktop
U0043,Education,Like,Afternoon,Tablet
U0135,Travel,Like,Morning,Tablet
U0358,Fitness,Comment,Morning,Desktop
U0250,Education,Comment,Afternoon,Mobile
U0137,Food,Like,Afternoon,Tablet
U0212,Food,Comment,Afternoon,Desktop
U0305,Technology,Follow,Evening,Desktop
U0320,Travel,Comment,Morning,Mobile
U0192,Technology,Like,Morning,Mobile
U0125,Fitness,Follow,Evening,Desktop
U0356,Food,Follow,Morning,Desktop
U0108,Education,Comment,Evening,Mobile
U0385,Education,Follow,Afternoon,Desktop
U0073,Technology,Like,Evening,Desktop
U0031,Fitness,Like,Afternoon,Tablet
U0028,Technology,Share,Afternoon,Mobile
U0139,Food,Like,Evening,Mobile
U0445,Travel,Follow,Evening,Mobile
U0364,Food,Like,Morning,Desktop
U0257,Education,Like,Afternoon,Tablet
U0473,Food,Follow,Evening,Desktop
U0081,Food,Share,Morning,Tablet
U0155,Education,Share,Morning,Desktop
U0450,Technology,Share,Afternoon,Tablet
U0175,Fitness,Follow,Afternoon,Mobile
U0348,Fitness,Follow,Evening,Desktop
U0079,Food,Share,Afternoon,Tablet
U0068,Fitness,Share,Morning,Tablet
U0353,Education,Comment,Evening,Mobile
U0336,Fitness,Follow,Evening,Desktop
U0273,Technology,Like,Evening,Mobile
U0451,Technology,Share,Morning,Desktop
U0227,Food,Like,Evening,Mobile
U0055,Fitness,Share,Morning,Mobile
U0314,Education,Comment,Morning,Mobile
U0184,Travel,Follow,Morning,Mobile
U0192,Travel,Follow,Morning,Desktop
U0099,Technology,Follow,Morning,Desktop
U0114,Fitness,Like,Evening,Mobile
U0489,Education,Follow,Afternoon,Desktop
U0444,Fitness,Follow,Afternoon,Desktop
U0312,Travel,Comment,Evening,Tablet
U0314,Education,Like,Evening,Tablet
U0232,Technology,Share,Afternoon,Mobile
U0203,Technology,Follow,Evening,Tablet
U0323,Fitness,Comment,Morning,Desktop
U0453,Food,Comment,Afternoon,Desktop
U0314,Education,Follow,Morning,Mobile
U0047,Education,Comment,Evening,Mobile
U0481,Education,Follow,Evening,Mobile
U0231,Fitness,Comment,Morning,Desktop
U0365,Travel,Share,Morning,Mobile
U0333,Fitness,Like,Evening,Tablet
U0362,Food,Like,Afternoon,Mobile
U0197,Education,Comment,Evening,Tablet
U0195,Fitness,Comment,Morning,Desktop
U0338,Fitness,Comment,Morning,Mobile
U0027,Food,Follow,Afternoon,Desktop
U0093,Fitness,Like,Morning,Mobile
U0130,Travel,Follow,Morning,Desktop
U0003,Travel,Comment,Evening,Mobile
U0244,Travel,Like,Afternoon,Desktop
U0004,Education,Share,Morning,Desktop
U0286,Technology,Like,Morning,Mobile
U0335,Technology,Share,Afternoon,Mobile
U0170,Technology,Like,Morning,Mobile
U0092,Food,Share,Morning,Tablet
U0477,Technology,Share,Morning,Desktop
U0195,Travel,Like,Morning,Tablet
U0242,Technology,Share,Morning,Tablet
U0212,Fitness,Comment,Evening,Tablet
U0056,Education,Follow,Evening,Mobile
U0310,Food,Share,Evening,Desktop
U0295,Food,Like,Evening,Mobile
U0255,Travel,Comment,Evening,Desktop
U0363,Fitness,Like,Afternoon,Mobile
U0321,Fitness,Follow,Morning,Tablet
U0171,Education,Comment,Afternoon,Tablet
U0104,Food,Like,Evening,Desktop
U0260,Food,Like,Evening,Mobile
U0171,Travel,Share,Afternoon,Tablet
U0492,Fitness,Follow,Morning,Mobile
U0470,Technology,Comment,Afternoon,Tablet
U0322,Education,Follow,Afternoon,Desktop
U0417,Technology,Share,Afternoon,Tablet
U0348,Education,Like,Afternoon,Tablet
U0351,Food,Share,Afternoon,Mobile
U0431,Food,Comment,Morning,Desktop
U0200,Education,Share,Morning,Mobile
U0162,Technology,Follow,Evening,Desktop
U0450,Food,Share,Morning,Desktop
U0155,Technology,Like,Morning,Desktop
U0468,Travel,Like,Morning,Tablet
U0248,Fitness,Share,Evening,Mobile
U0398,Fitness,Comment,Afternoon,Mobile
U0019,Travel,Like,Afternoon,Tablet
U0003,Technology,Like,Afternoon,Tablet
U0456,Technology,Share,Morning,Tablet
U0389,Fitness,Comment,Afternoon,Desktop
U0142,Food,Like,Evening,Desktop
U0081,Technology,Like,Afternoon,Mobile
U0106,Food,Share,Evening,Tablet
U0483,Food,Comment,Evening,Tablet
U0160,Food,Follow,Evening,Tablet
U0015,Technology,Share,Afternoon,Mobile
U0045,Travel,Follow,Afternoon,Mobile
U0160,Fitness,Like,Afternoon,Tablet
U0415,Technology,Comment,Evening,Desktop
U0411,Travel,Follow,Evening,Mobile
U0330,Travel,Comment,Evening,Desktop
U0441,Food,Follow,Evening,Desktop
U0470,Food,Follow,Evening,Desktop
U0034,Technology,Follow,Afternoon,Desktop
U0088,Food,Comment,Afternoon,Tablet
U0208,Technology,Like,Evening,Desktop
U0273,Travel,Share,Afternoon,Tablet
U0318,Education,Follow,Morning,Mobile
U0175,Education,Share,Morning,Desktop
U0223,Food,Comment,Evening,Tablet
U0343,Education,Share,Morning,Desktop
U0306,Food,Comment,Afternoon,Tablet
U0158,Technology,Like,Afternoon,Tablet
U0306,Food,Like,Afternoon,Desktop
U0419,Education,Like,Morning,Tablet
U0339,Travel,Like,Morning,Tablet
U0316,Travel,Comment,Evening,Mobile
U0163,Education,Follow,Afternoon,Tablet
U0368,Technology,Like,Afternoon,Tablet
U0262,Fitness,Like,Afternoon,Desktop
U0282,Technology,Share,Morning,Tablet
U0145,Fitness,Comment,Morning,Desktop
U0202,Food,Follow,Evening,Tablet
U0223,Fitness,Comment,Evening,Tablet
U0097,Travel,Follow,Evening,Desktop
U0447,Fitness,Like,Evening,Mobile
U0009,Travel,Like,Morning,Tablet
U0070,Fitness,Follow,Morning,Tablet
U0320,Travel,Like,Morning,Tablet
U0420,Travel,Comment,Afternoon,Desktop
U0310,Education,Comment,Morning,Desktop
U0365,Food,Share,Evening,Desktop
U0020,Travel,Comment,Evening,Tablet
U0298,Technology,Share,Afternoon,Mobile
U0270,Travel,Share,Afternoon,Tablet
U0456,Technology,Like,Evening,Mobile
U0380,Technology,Share,Evening,Tablet
U0463,Education,Follow,Afternoon,Mobile
U0464,Education,Share,Afternoon,Tablet
U0492,Food,Like,Afternoon,Mobile
U0473,Food,Share,Evening,Tablet
U0243,Fitness,Like,Evening,Tablet
U0150,Education,Share,Evening,Mobile
U0065,Technology,Share,Evening,Desktop
U0144,Food,Like,Afternoon,Mobile
U0310,Education,Comment,Morning,Tablet
U0190,Food,Comment,Morning,Tablet
U0410,Technology,Comment,Evening,Desktop
U0429,Travel,Comment,Afternoon,Desktop
U0372,Fitness,Share,Evening,Mobile
U0136,Technology,Like,Morning,Mobile
U0244,Travel,Comment,Afternoon,Tablet
U0195,Travel,Share,Evening,Desktop
U0446,Technology,Follow,Afternoon,Desktop
U0162,Technology,Share,Evening,Mobile
U0490,Education,Share,Afternoon,Tablet
U0137,Food,Follow,Morning,Tablet
U0346,Fitness,Comment,Evening,Tablet
U0347,Fitness,Follow,Evening,Desktop
U0345,Technology,Like,Morning,Mobile
U0269,Travel,Comment,Morning,Desktop
U0129,Technology,Like,Morning,Mobile
U0030,Fitness,Like,Evening,Tablet
U0062,Education,Follow,Morning,Mobile
U0461,Education,Like,Evening,Mobile
U0130,Travel,Follow,Afternoon,Tablet
U0473,Travel,Share,Afternoon,Tablet
U0132,Technology,Like,Morning,Desktop
U0171,Food,Comment,Morning,Desktop
U0252,Education,Share,Morning,Desktop
U0252,Fitness,Follow,Morning,Tablet
U0330,Travel,Like,Morning,Tablet
U0018,Technology,Share,Morning,Tablet
U0010,Fitness,Like,Afternoon,Tablet
U0478,Travel,Comment,Morning,Desktop
U0464,Education,Follow,Afternoon,Mobile
U0207,Technology,Comment,Evening,Tablet
U0489,Travel,Share,Evening,Mobile
U0156,Technology,Like,Afternoon,Tablet
U0437,Technology,Share,Afternoon,Desktop
