Card_id,Header,Review,Location,shop
6073a3d3f85d750870566a3e,I had 12 packages that wish said was…,I had 12 packages that wish said was delivered and it was not. I yried contacting them and all they would say is my item had been delivered and would not help me at all. They told me to contact the carrier so i did and all they said was wish sent it by smartpost and they were the only ones that could file a claim but they will not. Its a rip off.,United States,Wish
5aeec4db6d33bc05347a1148,Zalando is a great alternative to…,"Zalando is a great alternative to department stores like Selfridges, Harvey Nichols but more affordable and the customer service is great really helpful and friendly.",Britain (UK),Zalando
5a182a3604017d03f4c33078,Was so quick and easy to order my …,"Was so quick and easy to order my purchase,plus delivery was fast too. Plus I got a good bargain saved some money on football boots for my son as part of his Xmas gifts!! Will definitely order again from zalanda.",Britain (UK),Zalando
53eeb94d00006400029f0b5d,"Gorgeous Clothes, Great Prices and Quick Shipping","I had a really great experience when I purchased from Sheinside for the first time. I came across the ""Apricot V Neck Hollow High Low Chiffon Dress"" and just fell in love with it... from the simple yet sharp lines to the great price. They shipped it really quickly and when I got it the dress just fit so well and I have to say it makes my legs look fabulous. Since I had such a great experience with them the first go-round I have already started to look on the site more and I will definitely be sprucing up my wardrobe with a few additions from Sheinside. All around gorgeous clothes, great prices and quick shipping.",United States,Sheinside
5bdc89dc9d3780081040d91e,THINK TWICE BEFORE YOU ORDER FROM ZALANDO!,"All I can advise you is this: DO NOT ORDER FROM ZALANDO! I have been ordering from Zalando for the past 6 years. It is all good with them since you actually face a problem. It happened to me today. I phoned customer services regarding a return for a faulty item and the person I was speaking to refused to help me. It is sounds unreal,  does not it? Well, it is true. Imagine I was shocked and frustrated for actually being mocked instead of being helped, so I asked for his name which he refused to provide stating ""I do not have to provide you with my name"" and after I asked to speak to somebody else, he started laughing. As frustrated and shocked as I was, blaming myself now for actually using their service for the past 6 years, I thought I should ask for a reference number on the conversation,  thinking maybe I could resolve the issue with somebody else from customer services, and thinking maybe it is not the company I should blame, maybe it is just the person I am actually talking to. But then the reply came: ""I am entitled to refuse providing you with a reference number"" . So here I am shocked,  frustrated, stuck with a faulty £90 pair of trainers, and extremely unsatisfied as a customer. One thing is for sure: I will NEVER USE ZALANDO services AGAIN! SUCH A HORRIBLE CUSTOMER SERVICES! SUCH A JOKE COMPANY!",Britain (UK),Zalando
591ff425a02b420900678fce,Great site loads of stuff on it fast …,Great site loads of stuff on it fast and free delivery easy free returns!!,Britain (UK),Zalando
60d30f74f9f48707eca87953,No more purchase from Wish – No support after delivery of a product,-1,Netherlands,Wish
58d6cd081c443f077078b2cf,Best customer service ever.,"I had bought 2 polo shirts from Zalando and both arrived smelling strongly of cigarette smoke! I emailed in to mention it as I believed it was because of the delivery driver and did not want the same happening to anyone else! I was emailed back saying that they can only apologise and that I can return the item for a refund, I advised I did not want a refund or to return the item but just wanted to prevent it happening again! Then received another email saying they are sorry for the situation and that I could have a 20% off code for the inconvenience, I was extremely happy at this as it was beyond the call of duty to do this. I then received another email a few hours later saying how sorry they were the whole situation and that they were not only giving me a 20% off code, they actually refunded me the money back for both polo shirts and I did not need to return the items back! I am extremely happy as they did not need to do this at all and I will now be ordering items wherever possible from Zalando :).",United States,Zalando
5edc742a25e5d20a88a9b090,If I could give it a 0,"If I could give it a 0, i would.Their quality is horrible. Transparent clothing, very thin, and poorly made items. This goes for clothing and hand bags. They recently raised the prices but their quality is just the same. I ordered in April and it is June. I still have not received my order not does Shein want me to give me a refund. I ordered again in May a couple of weeks later and that package said it got delivered but it never did. And I still cannot get refund. On top of that they hacked into my email, Spotify, and Instagram account. You can take a look yourself at how many unsatisfied customers shein has under their twitter and ig comments. I wish they gave us updates as to why it is so delayed and where it actually is instead of using that COVID excuse when it clearly is not an issue anymore.",United States,Sheinside
607c931ef85d750920253b89,BAD CUSTOMER SERVICE,"BAD CUSTOMER SERVICE, THEY DO NOT PAY THE VAT EVEN IF IT SAYS SO ON THE NORWEGIAN LANGUAGE SITE. SCAMMERS.",Norway,Wish
60abb668f9f4870b700cd498,"""WISH-ING MY ORDERS WOULD COME FASTER""","Hey you all 🙋, I want to say this is the time of year you need to order VERY EARLY for 🎅🤶 to arrive under the 🎄or from experience, someone may have to receive a gift certificate due to delays of ""JUST PLAIN LAZINESS IN THE SHIPPING DEPT.""😳.... I am so fed up with this company, to where I am now waiting for my complete purchases in order to VACATE 🤺 my entire account  and  block this 🤨site... I rate the merchandise a 4, customer service a 4(automated),D.O.D arriving a negative 1🤷, adding more time for delivery to arrive to mailbox (-1⭐).. Yes you all sometimes I wait almost 2 months for an order 😲  and  when recieved it is the wrong mask, jewelry,etc.🤦 I use to give praise ALL the time on every item I ordered delivered up to 10-20 at a time 😌 now the 🎶 ""THRILL IS GONE AWAY""(in my B.B. KING voice) 🎶.. Have anyone noticed the refund policy?!?!😲 After all extra arrival dates set for delivery have exhausted, then ""YOU WILL BE REFUNDED""😣... COVID-19 gave alot of broken promises to deliver effectively (completely understand) but 🤬 when are we as a people will stop shifting the blame game, and just say ""WE JUST GOT LAZY"".....",United States,Wish
